round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output,hedge_weights
332,1,49.55%,74.47%,0.2059,"[0.08482389897108078, 0.9151760339736938]"
333,0,49.40%,74.55%,0.0326,"[0.9485222101211548, 0.05147780478000641]"
334,1,49.55%,74.63%,0.0080,"[0.005474833305925131, 0.9945251941680908]"
335,0,49.40%,74.40%,3.8377,"[0.0364859402179718, 0.9635140895843506]"
336,1,49.55%,74.48%,0.0259,"[0.05527240037918091, 0.9447276592254639]"
337,1,49.70%,74.56%,0.0560,"[0.19609002768993378, 0.8039100170135498]"
338,1,49.85%,74.63%,0.0082,"[0.008724026381969452, 0.9912759065628052]"
339,1,50.00%,74.71%,0.0056,"[0.006105815526098013, 0.9938941597938538]"
340,0,49.85%,74.49%,4.9428,"[0.006416573189198971, 0.9935833811759949]"
341,1,50.00%,74.56%,0.0043,"[0.0037299140822142363, 0.9962700605392456]"
342,1,50.15%,74.64%,0.0052,"[0.003589278319850564, 0.9964106678962708]"
343,1,50.29%,74.71%,0.0216,"[0.023713503032922745, 0.9762864708900452]"
344,1,50.43%,74.78%,0.0140,"[0.02035134844481945, 0.9796486496925354]"
345,1,50.58%,74.86%,0.0172,"[0.011257758364081383, 0.9887422323226929]"
346,1,50.72%,74.93%,0.0059,"[0.005507440306246281, 0.9944925308227539]"
347,0,50.57%,75.00%,0.0185,"[0.9869433641433716, 0.013056694529950619]"
348,1,50.72%,75.07%,0.0057,"[0.006991781294345856, 0.9930082559585571]"
349,0,50.57%,75.14%,0.0263,"[0.984522819519043, 0.015477185137569904]"
350,1,50.71%,75.21%,0.0087,"[0.009947081096470356, 0.9900528788566589]"
351,0,50.57%,75.28%,0.0556,"[0.9574053883552551, 0.042594630271196365]"
352,0,50.42%,75.07%,3.8462,"[0.039213597774505615, 0.9607864022254944]"
353,0,50.28%,75.14%,0.0067,"[0.9781615734100342, 0.021838486194610596]"
354,1,50.42%,75.21%,0.0078,"[0.00931059755384922, 0.9906893968582153]"
355,0,50.28%,75.28%,0.0217,"[0.9647426605224609, 0.03525734692811966]"
356,0,50.14%,75.35%,0.0284,"[0.9785242080688477, 0.021475816145539284]"
357,0,50.00%,75.42%,0.0256,"[0.9867960214614868, 0.013203971087932587]"
358,0,49.86%,75.49%,0.0120,"[0.9937164187431335, 0.0062836469151079655]"
359,0,49.72%,75.56%,0.0064,"[0.9957314133644104, 0.004268540535122156]"
360,0,49.58%,75.62%,0.0249,"[0.9833104014396667, 0.016689665615558624]"
361,1,49.72%,75.69%,0.0078,"[0.00607552332803607, 0.9939244389533997]"
362,0,49.59%,75.76%,0.6259,"[0.7589460611343384, 0.241053968667984]"
363,1,49.73%,75.82%,0.0088,"[0.022578859701752663, 0.9774211049079895]"
364,1,49.86%,75.89%,0.0569,"[0.06313992291688919, 0.9368601441383362]"
365,1,50.00%,75.96%,0.0063,"[0.009268303401768208, 0.9907317757606506]"
366,0,49.86%,76.02%,0.0032,"[0.9951896667480469, 0.004810330457985401]"
367,0,49.73%,76.09%,0.0042,"[0.9957767128944397, 0.0042233518324792385]"
368,0,49.59%,76.15%,0.0037,"[0.9962964653968811, 0.00370348384603858]"
369,0,49.46%,75.95%,0.8139,"[0.47442013025283813, 0.5255798697471619]"
370,0,49.33%,76.01%,0.0033,"[0.9957630634307861, 0.004236961714923382]"
371,0,49.19%,76.08%,0.0029,"[0.9956915974617004, 0.004308432340621948]"
372,1,49.33%,76.14%,0.0203,"[0.01388556882739067, 0.9861143827438354]"
373,0,49.20%,76.20%,0.0074,"[0.9924554824829102, 0.007544538006186485]"
374,0,49.07%,76.00%,1.9517,"[0.13751433789730072, 0.8624856472015381]"
375,1,49.20%,76.06%,0.2789,"[0.23529089987277985, 0.7647091150283813]"
376,0,49.07%,76.13%,0.0032,"[0.9968422651290894, 0.003157696221023798]"
377,0,48.94%,76.19%,0.0048,"[0.9963220357894897, 0.003677953267470002]"
378,0,48.81%,76.25%,0.6188,"[0.5157621502876282, 0.4842378497123718]"
379,1,48.95%,76.05%,0.8326,"[0.9283402562141418, 0.07165975123643875]"
380,0,48.82%,76.12%,0.0033,"[0.996931791305542, 0.0030681882053613663]"
381,1,48.95%,76.18%,0.0216,"[0.015174098312854767, 0.9848259091377258]"
382,1,49.09%,76.24%,0.0338,"[0.02881893329322338, 0.9711810946464539]"
383,1,49.22%,76.30%,0.0204,"[0.008714176714420319, 0.9912858605384827]"
384,1,49.35%,76.10%,2.0725,"[0.9723256230354309, 0.027674343436956406]"
385,0,49.22%,76.17%,0.0034,"[0.9972190856933594, 0.002780908951535821]"
386,0,49.10%,76.23%,0.0441,"[0.964473307132721, 0.035526715219020844]"
387,1,49.23%,76.03%,1.1283,"[0.546579122543335, 0.45342081785202026]"
388,1,49.36%,75.84%,2.5764,"[0.814772367477417, 0.18522757291793823]"
389,0,49.23%,75.90%,0.0027,"[0.9972403049468994, 0.002759678056463599]"
390,0,49.10%,75.96%,0.0094,"[0.9955949187278748, 0.0044051106087863445]"
391,0,48.98%,76.02%,0.0036,"[0.9963856935501099, 0.0036143579054623842]"
392,1,49.11%,76.08%,1.0631,"[0.1672406792640686, 0.8327593207359314]"
393,1,49.24%,76.14%,0.0765,"[0.034171439707279205, 0.965828537940979]"
394,0,49.11%,76.20%,0.0036,"[0.994657039642334, 0.0053429314866662025]"
395,0,48.99%,76.26%,0.0044,"[0.9954903721809387, 0.0045096296817064285]"
396,0,48.87%,76.32%,0.0043,"[0.9965226650238037, 0.0034773333463817835]"
397,0,48.74%,76.38%,0.0153,"[0.9951056241989136, 0.004894368816167116]"
398,1,48.87%,76.19%,1.0002,"[0.8823719024658203, 0.11762814968824387]"
399,0,48.75%,76.25%,0.0078,"[0.9961769580841064, 0.003823078004643321]"
400,1,48.88%,76.31%,0.2079,"[0.24210681021213531, 0.7578932642936707]"
401,0,48.76%,76.37%,0.0083,"[0.9965890645980835, 0.0034109288826584816]"
402,1,48.88%,76.43%,0.0434,"[0.029834125190973282, 0.9701658487319946]"
403,1,49.01%,76.49%,0.1200,"[0.2528334856033325, 0.7471665143966675]"
404,1,49.14%,76.54%,0.0280,"[0.025912858545780182, 0.9740871787071228]"
405,0,49.01%,76.35%,2.0200,"[0.10438001900911331, 0.8956199884414673]"
406,0,48.89%,76.41%,0.0211,"[0.9907222986221313, 0.0092777656391263]"
407,1,49.02%,76.47%,0.0273,"[0.026520995423197746, 0.9734790325164795]"
408,1,49.14%,76.53%,0.0124,"[0.008424836210906506, 0.9915751814842224]"
409,0,49.02%,76.34%,1.5038,"[0.1627122163772583, 0.8372877836227417]"
410,1,49.15%,76.40%,0.0052,"[0.004974102135747671, 0.9950259327888489]"
411,1,49.27%,76.46%,0.0075,"[0.009906132705509663, 0.9900938868522644]"
412,0,49.15%,76.27%,4.0658,"[0.018314126878976822, 0.9816858768463135]"
413,0,49.03%,76.33%,0.0047,"[0.9782760739326477, 0.021723851561546326]"
414,1,49.16%,76.39%,0.0199,"[0.017531070858240128, 0.9824689626693726]"
415,0,49.04%,76.20%,0.7421,"[0.31055203080177307, 0.6894480586051941]"
416,1,49.16%,76.26%,0.0055,"[0.006787305232137442, 0.9932126998901367]"
417,1,49.28%,76.32%,0.0100,"[0.010048345662653446, 0.9899516701698303]"
418,1,49.40%,76.37%,0.0063,"[0.006324479356408119, 0.9936755299568176]"
419,1,49.52%,76.43%,0.0130,"[0.019111083820462227, 0.9808889031410217]"
420,1,49.64%,76.48%,0.0049,"[0.006094104144722223, 0.9939059615135193]"
421,1,49.76%,76.30%,1.2357,"[0.6611319184303284, 0.33886805176734924]"
422,1,49.88%,76.36%,0.0182,"[0.013859542086720467, 0.9861404895782471]"
423,0,49.76%,76.42%,0.0166,"[0.9851876497268677, 0.014812354929745197]"
424,0,49.65%,76.24%,3.3014,"[0.023105381056666374, 0.9768946170806885]"
425,1,49.77%,76.29%,0.0572,"[0.06417926400899887, 0.9358206987380981]"
426,0,49.65%,76.35%,0.0125,"[0.9842156767845154, 0.015784354880452156]"
427,0,49.53%,76.40%,0.0105,"[0.9950085878372192, 0.0049913786351680756]"
428,1,49.65%,76.46%,0.0195,"[0.017796585336327553, 0.9822033643722534]"
429,1,49.77%,76.51%,0.0284,"[0.023499663919210434, 0.976500391960144]"
430,1,49.88%,76.57%,0.0137,"[0.015258712694048882, 0.9847412705421448]"
431,1,50.00%,76.62%,0.0121,"[0.010225815698504448, 0.9897741079330444]"
432,1,50.12%,76.67%,0.0066,"[0.005247725173830986, 0.9947522878646851]"
433,0,50.00%,76.50%,3.2244,"[0.034320998936891556, 0.9656789898872375]"
434,1,50.11%,76.55%,0.2842,"[0.17004384100437164, 0.8299561142921448]"
435,1,50.23%,76.61%,0.0273,"[0.019324028864502907, 0.9806759357452393]"
436,0,50.11%,76.66%,0.0039,"[0.9872138500213623, 0.012786136008799076]"
437,0,50.00%,76.71%,0.0052,"[0.9935531616210938, 0.006446893326938152]"
438,1,50.11%,76.77%,0.0068,"[0.012431967072188854, 0.9875680208206177]"
439,0,50.00%,76.82%,0.0317,"[0.983367919921875, 0.016632167622447014]"
440,1,50.11%,76.87%,0.0230,"[0.012127045542001724, 0.9878729581832886]"
441,0,50.00%,76.92%,0.0209,"[0.995118260383606, 0.004881804808974266]"
442,1,50.11%,76.98%,0.0187,"[0.02597169578075409, 0.9740282893180847]"
443,0,50.00%,76.80%,1.6655,"[0.2381073236465454, 0.7618927359580994]"
444,0,49.89%,76.85%,0.0142,"[0.9926896691322327, 0.007310300134122372]"
445,0,49.78%,76.91%,0.0082,"[0.992828905582428, 0.007171101402491331]"
446,1,49.89%,76.96%,0.0391,"[0.020145170390605927, 0.9798548817634583]"
447,1,50.00%,77.01%,0.0382,"[0.01172209158539772, 0.9882779717445374]"
448,0,49.89%,77.06%,0.0246,"[0.9761667847633362, 0.02383320964872837]"
449,1,50.00%,77.11%,0.0179,"[0.020749874413013458, 0.9792501330375671]"
450,0,49.89%,77.16%,0.0046,"[0.9935490489006042, 0.006450993474572897]"
451,0,49.78%,77.21%,0.0059,"[0.9932739734649658, 0.006726020947098732]"
452,0,49.67%,77.04%,1.2353,"[0.24349190294742584, 0.7565081119537354]"
453,1,49.78%,77.09%,0.2833,"[0.23758214712142944, 0.7624177932739258]"
454,1,49.89%,77.14%,0.0174,"[0.012188293039798737, 0.9878117442131042]"
455,0,49.78%,76.97%,3.7427,"[0.07879418879747391, 0.9212058186531067]"
456,0,49.67%,77.02%,0.0051,"[0.996635377407074, 0.003364698262885213]"
457,0,49.56%,76.86%,1.2996,"[0.030685480684041977, 0.9693145155906677]"
458,0,49.46%,76.91%,0.0127,"[0.9964827299118042, 0.003517250996083021]"
459,1,49.57%,76.96%,0.0150,"[0.007562224753201008, 0.9924377799034119]"
460,0,49.46%,77.01%,0.3817,"[0.8169033527374268, 0.18309663236141205]"
461,0,49.35%,77.06%,0.0031,"[0.9937183856964111, 0.006281637120991945]"
462,0,49.24%,77.11%,0.0033,"[0.9976288676261902, 0.002371167531237006]"
463,0,49.14%,77.16%,0.0061,"[0.9965574741363525, 0.0034425228368490934]"
464,0,49.03%,77.20%,0.0052,"[0.9940527081489563, 0.00594731280580163]"
465,0,48.93%,77.25%,0.0051,"[0.99577796459198, 0.004221993964165449]"
466,1,49.04%,77.30%,0.0244,"[0.04909666255116463, 0.9509033560752869]"
467,1,49.15%,77.35%,0.0264,"[0.03349234536290169, 0.9665076732635498]"
468,1,49.25%,77.40%,0.0066,"[0.02933800220489502, 0.9706620573997498]"
469,1,49.36%,77.45%,0.4599,"[0.35175564885139465, 0.6482443809509277]"
470,0,49.26%,77.49%,0.3352,"[0.8229874968528748, 0.17701248824596405]"
471,0,49.15%,77.54%,0.0103,"[0.9900383949279785, 0.009961607865989208]"
472,1,49.26%,77.59%,0.0523,"[0.02466200478374958, 0.9753379821777344]"
473,1,49.37%,77.43%,1.4839,"[0.8126672506332397, 0.18733273446559906]"
474,1,49.47%,77.47%,0.3805,"[0.28654175996780396, 0.713458240032196]"
475,0,49.37%,77.52%,0.0031,"[0.9971357583999634, 0.0028642236720770597]"
476,1,49.48%,77.57%,0.1120,"[0.0722537711262703, 0.9277462363243103]"
477,0,49.37%,77.62%,0.0040,"[0.9949783682823181, 0.005021616816520691]"
478,1,49.48%,77.66%,0.0244,"[0.028734706342220306, 0.9712653160095215]"
479,0,49.38%,77.71%,0.0062,"[0.9977540373802185, 0.0022459453903138638]"
480,1,49.48%,77.75%,0.0172,"[0.009063045494258404, 0.9909369349479675]"
481,0,49.38%,77.59%,4.3212,"[0.015005224384367466, 0.9849948287010193]"
482,1,49.48%,77.64%,0.0139,"[0.006364641711115837, 0.9936354160308838]"
483,0,49.38%,77.48%,1.3263,"[0.09218860417604446, 0.9078114628791809]"
484,0,49.28%,77.53%,0.0026,"[0.9968816041946411, 0.0031184472609311342]"
485,0,49.18%,77.57%,0.0064,"[0.9968361854553223, 0.0031638354994356632]"
486,1,49.28%,77.62%,0.0361,"[0.022556019946932793, 0.9774439930915833]"
487,0,49.18%,77.66%,0.0046,"[0.986657440662384, 0.013342555612325668]"
488,0,49.08%,77.51%,0.3187,"[0.26150280237197876, 0.7384971976280212]"
489,1,49.18%,77.55%,0.0607,"[0.041217755526304245, 0.9587821960449219]"
490,1,49.29%,77.60%,0.0075,"[0.013260354287922382, 0.9867396354675293]"
491,1,49.39%,77.64%,0.0355,"[0.026356855407357216, 0.9736430644989014]"
492,1,49.49%,77.69%,0.1565,"[0.12805722653865814, 0.8719427585601807]"
493,0,49.39%,77.73%,0.0027,"[0.9971250891685486, 0.0028749178163707256]"
494,1,49.49%,77.78%,0.0150,"[0.029051965102553368, 0.9709479808807373]"
495,0,49.40%,77.82%,0.0077,"[0.9955213069915771, 0.004478713497519493]"
496,1,49.50%,77.87%,0.0462,"[0.058944739401340485, 0.9410552382469177]"
497,0,49.40%,77.91%,0.0097,"[0.9947680234909058, 0.005232037510722876]"
498,0,49.30%,77.96%,0.0213,"[0.9681544303894043, 0.031845562160015106]"
499,1,49.40%,78.00%,0.0461,"[0.033321477472782135, 0.9666785001754761]"
500,1,49.50%,78.04%,0.0786,"[0.11557792872190475, 0.8844220638275146]"
501,1,49.60%,78.09%,0.0285,"[0.0391155369579792, 0.9608844518661499]"
502,1,49.70%,78.13%,0.0422,"[0.10712004452943802, 0.8928799629211426]"
503,0,49.60%,77.98%,3.9236,"[0.01740867644548416, 0.9825913310050964]"
504,1,49.70%,78.02%,0.0141,"[0.013410060666501522, 0.9865899085998535]"
505,0,49.60%,77.87%,4.3810,"[0.01657707802951336, 0.9834228754043579]"
506,0,49.51%,77.71%,0.0701,"[0.3859080970287323, 0.6140919327735901]"
507,0,49.41%,77.76%,0.0434,"[0.9828307628631592, 0.017169291153550148]"
508,1,49.51%,77.80%,0.0204,"[0.015779821202158928, 0.9842202067375183]"
509,0,49.41%,77.65%,3.6556,"[0.02312297560274601, 0.9768770337104797]"
510,1,49.51%,77.69%,0.0121,"[0.009676195681095123, 0.9903237819671631]"
511,0,49.41%,77.73%,0.0862,"[0.9639197587966919, 0.03608030453324318]"
512,1,49.51%,77.78%,0.0715,"[0.07145405560731888, 0.9285458922386169]"
513,0,49.42%,77.82%,0.0167,"[0.9905630350112915, 0.009436922147870064]"
514,0,49.32%,77.86%,0.0183,"[0.99114990234375, 0.008850077167153358]"
515,0,49.22%,77.91%,0.0029,"[0.9948990941047668, 0.005100951064378023]"
516,0,49.13%,77.95%,0.0169,"[0.9949542880058289, 0.005045643541961908]"
517,0,49.03%,77.99%,0.0041,"[0.9961692690849304, 0.003830723464488983]"
518,0,48.94%,78.03%,0.0070,"[0.9958492517471313, 0.004150703549385071]"
519,0,48.85%,78.08%,0.0121,"[0.9822416305541992, 0.017758352681994438]"
520,0,48.75%,78.12%,0.0094,"[0.997281551361084, 0.0027184011414647102]"
521,1,48.85%,78.16%,0.0268,"[0.01814328506588936, 0.9818567633628845]"
522,1,48.95%,78.20%,0.4355,"[0.08824507892131805, 0.911754846572876]"
523,1,49.05%,78.24%,0.0129,"[0.06601884216070175, 0.93398118019104]"
524,0,48.95%,78.29%,0.0716,"[0.9803362488746643, 0.01966376230120659]"
525,0,48.86%,78.14%,0.4222,"[0.2846224904060364, 0.7153775095939636]"
526,0,48.77%,78.18%,0.0033,"[0.99430251121521, 0.005697478074580431]"
527,0,48.67%,78.22%,0.0066,"[0.9974902868270874, 0.0025097632315009832]"
528,0,48.58%,78.26%,0.0040,"[0.995442271232605, 0.004557664506137371]"
529,0,48.49%,78.30%,0.0047,"[0.9953580498695374, 0.004641983192414045]"
530,0,48.40%,78.34%,0.0040,"[0.9972746968269348, 0.002725350670516491]"
531,1,48.50%,78.38%,0.8957,"[0.14196880161762238, 0.8580312132835388]"
532,0,48.41%,78.42%,0.0034,"[0.9968609809875488, 0.003138970583677292]"
533,1,48.50%,78.46%,0.1516,"[0.17512142658233643, 0.8248785138130188]"
534,1,48.60%,78.32%,5.2458,"[0.996658444404602, 0.0033415534999221563]"
535,0,48.51%,78.36%,0.0023,"[0.9966747760772705, 0.003325182478874922]"
536,1,48.60%,78.40%,0.2586,"[0.1410789042711258, 0.8589210510253906]"
537,0,48.51%,78.44%,0.0027,"[0.9953008890151978, 0.004699101205915213]"
538,0,48.42%,78.48%,0.0039,"[0.9951475262641907, 0.004852438811212778]"
539,0,48.33%,78.52%,0.0030,"[0.9956092238426208, 0.004390838090330362]"
540,0,48.24%,78.56%,0.3570,"[0.7788236737251282, 0.22117629647254944]"
541,0,48.15%,78.60%,0.0026,"[0.9971663355827332, 0.0028337016701698303]"
542,0,48.07%,78.64%,0.0023,"[0.9975783228874207, 0.002421714598312974]"
543,1,48.16%,78.68%,0.1521,"[0.06841225177049637, 0.931587815284729]"
544,0,48.07%,78.72%,0.0064,"[0.9952990412712097, 0.004700930323451757]"
545,0,47.99%,78.75%,0.1136,"[0.9648982286453247, 0.035101816058158875]"
546,0,47.90%,78.79%,0.0102,"[0.9939712882041931, 0.006028702948242426]"
547,0,47.81%,78.65%,3.0652,"[0.057262521237134933, 0.9427374601364136]"
548,1,47.91%,78.69%,0.0523,"[0.0685071051120758, 0.9314929246902466]"
549,1,48.00%,78.73%,0.0309,"[0.00833028182387352, 0.991669774055481]"
550,0,47.91%,78.77%,0.0035,"[0.9950364232063293, 0.004963582381606102]"
551,0,47.83%,78.80%,0.0051,"[0.9964656829833984, 0.0035343156196177006]"
552,0,47.74%,78.66%,0.7425,"[0.28241753578186035, 0.7175824642181396]"
553,1,47.83%,78.70%,0.0264,"[0.011281806044280529, 0.9887181520462036]"
554,1,47.93%,78.74%,0.4426,"[0.3556848168373108, 0.6443151235580444]"
555,1,48.02%,78.78%,0.0352,"[0.041791923344135284, 0.9582080841064453]"
556,0,47.94%,78.82%,0.0954,"[0.9581092596054077, 0.041890718042850494]"
557,1,48.03%,78.85%,0.0118,"[0.009484432637691498, 0.9905155897140503]"
558,1,48.12%,78.71%,3.8286,"[0.8452441096305847, 0.15475589036941528]"
559,0,48.04%,78.75%,0.0025,"[0.995726466178894, 0.004273496102541685]"
560,0,47.95%,78.61%,0.6248,"[0.3502218425273895, 0.6497781276702881]"
561,1,48.04%,78.65%,0.3407,"[0.3651316463947296, 0.634868323802948]"
562,0,47.96%,78.69%,0.0026,"[0.9967082738876343, 0.0032917384523898363]"
563,1,48.05%,78.72%,0.0888,"[0.12889496982097626, 0.8711050152778625]"
564,0,47.96%,78.76%,0.0042,"[0.9925486445426941, 0.007451402023434639]"
565,1,48.06%,78.80%,0.1594,"[0.13440340757369995, 0.8655965924263]"
566,1,48.15%,78.84%,0.0410,"[0.026061872020363808, 0.9739381074905396]"
567,0,48.06%,78.87%,0.0042,"[0.9944328665733337, 0.005567184183746576]"
568,1,48.15%,78.91%,0.0601,"[0.10188049077987671, 0.8981195092201233]"
569,0,48.07%,78.95%,0.0037,"[0.9939100742340088, 0.00608987407758832]"
570,1,48.16%,78.98%,0.0281,"[0.028048601001501083, 0.9719513654708862]"
571,1,48.25%,79.02%,0.0448,"[0.04250417649745941, 0.9574957489967346]"
572,0,48.17%,79.06%,0.0059,"[0.9939066767692566, 0.00609338516369462]"
573,1,48.26%,79.09%,0.0136,"[0.013146561570465565, 0.9868534803390503]"
574,0,48.17%,79.13%,0.0203,"[0.9899721145629883, 0.010027841664850712]"
575,0,48.09%,79.17%,0.0055,"[0.9932774901390076, 0.006722479127347469]"
576,1,48.18%,79.20%,0.0150,"[0.01394717674702406, 0.9860528707504272]"
577,0,48.10%,79.24%,0.0051,"[0.9942143559455872, 0.00578561145812273]"
578,0,48.01%,79.27%,0.0041,"[0.9937617182731628, 0.0062383022159338]"
579,0,47.93%,79.31%,0.0171,"[0.9877460598945618, 0.012253914028406143]"
580,0,47.85%,79.35%,0.0068,"[0.9881300926208496, 0.011869938112795353]"
581,0,47.77%,79.38%,0.0089,"[0.993516206741333, 0.006483832839876413]"
582,0,47.68%,79.25%,2.7565,"[0.13121218979358673, 0.8687877655029297]"
583,1,47.77%,79.28%,0.0089,"[0.010245071724057198, 0.9897549748420715]"
584,0,47.69%,79.32%,0.0042,"[0.995840847492218, 0.004159068688750267]"
585,1,47.78%,79.35%,0.0081,"[0.0069632576778531075, 0.993036687374115]"
586,0,47.70%,79.39%,0.0043,"[0.9950600266456604, 0.004939918406307697]"
587,0,47.62%,79.42%,0.0572,"[0.9577523469924927, 0.04224759712815285]"
588,0,47.54%,79.46%,0.0036,"[0.9963377714157104, 0.003662219038233161]"
589,1,47.63%,79.49%,0.0104,"[0.008361145853996277, 0.9916388392448425]"
590,1,47.72%,79.53%,0.0162,"[0.024158138781785965, 0.9758418798446655]"
591,1,47.80%,79.56%,0.0067,"[0.006367775145918131, 0.9936322569847107]"
592,0,47.72%,79.60%,0.0094,"[0.9880421161651611, 0.011957892216742039]"
593,1,47.81%,79.63%,0.0340,"[0.030241815373301506, 0.969758152961731]"
594,1,47.90%,79.66%,0.0347,"[0.032132770866155624, 0.9678672552108765]"
595,1,47.99%,79.70%,0.0587,"[0.04868030548095703, 0.9513197541236877]"
596,0,47.91%,79.73%,0.0140,"[0.9963828325271606, 0.0036171437241137028]"
597,0,47.83%,79.60%,4.6819,"[0.008411170914769173, 0.9915887713432312]"
598,0,47.75%,79.63%,0.0041,"[0.9967150688171387, 0.0032849714625626802]"
599,0,47.67%,79.67%,0.0036,"[0.9921830296516418, 0.007817002013325691]"
600,0,47.59%,79.70%,0.0032,"[0.996377170085907, 0.0036228643730282784]"
601,0,47.51%,79.57%,4.9228,"[0.01232000533491373, 0.9876799583435059]"
602,1,47.60%,79.60%,0.0084,"[0.007362458389252424, 0.9926375150680542]"
603,0,47.52%,79.64%,0.0023,"[0.9968656897544861, 0.003134296275675297]"
604,0,47.44%,79.67%,0.0044,"[0.9939618706703186, 0.006038116291165352]"
605,0,47.36%,79.70%,0.0030,"[0.9957833290100098, 0.004216739442199469]"
606,1,47.45%,79.74%,0.0700,"[0.017251353710889816, 0.9827486872673035]"
607,0,47.37%,79.77%,0.0305,"[0.9717243909835815, 0.028275568038225174]"
608,0,47.29%,79.64%,3.8021,"[0.02081785537302494, 0.9791821241378784]"
609,0,47.21%,79.51%,0.8106,"[0.2584569752216339, 0.7415430545806885]"
610,0,47.14%,79.54%,0.0029,"[0.9970927238464355, 0.0029072475153952837]"
611,0,47.06%,79.58%,0.0032,"[0.9977269768714905, 0.0022730345372110605]"
612,0,46.98%,79.61%,0.0044,"[0.9970653653144836, 0.002934602787718177]"
613,1,47.07%,79.64%,0.1194,"[0.09713546186685562, 0.9028645157814026]"
614,1,47.15%,79.67%,0.2963,"[0.20256562530994415, 0.797434389591217]"
615,0,47.08%,79.71%,0.0037,"[0.9967852830886841, 0.0032147159799933434]"
616,1,47.16%,79.74%,0.0159,"[0.015342718921601772, 0.9846572279930115]"
617,0,47.09%,79.77%,0.0035,"[0.9959264993667603, 0.004073509946465492]"
618,0,47.01%,79.81%,0.0033,"[0.9964364767074585, 0.0035635654348880053]"
619,0,46.94%,79.84%,0.0029,"[0.9975003600120544, 0.0024996199645102024]"
620,0,46.86%,79.87%,0.0023,"[0.9952598214149475, 0.004740230273455381]"
621,1,46.95%,79.90%,0.0547,"[0.042573001235723495, 0.9574270248413086]"
622,0,46.87%,79.94%,0.0023,"[0.9962490200996399, 0.0037509454414248466]"
623,1,46.96%,79.97%,0.0894,"[0.040397126227617264, 0.9596028327941895]"
624,0,46.88%,80.00%,0.0073,"[0.9944629073143005, 0.005537120625376701]"
625,0,46.81%,80.03%,0.0030,"[0.9939723610877991, 0.006027642637491226]"
626,1,46.89%,80.06%,0.0307,"[0.02852579765021801, 0.9714742302894592]"
627,1,46.97%,80.10%,0.0443,"[0.041042450815439224, 0.9589575529098511]"
628,0,46.90%,80.13%,0.0435,"[0.9568488597869873, 0.04315109923481941]"
629,1,46.98%,80.16%,0.0126,"[0.013168547302484512, 0.9868314266204834]"
630,1,47.07%,80.19%,0.0122,"[0.014760985039174557, 0.9852390289306641]"
631,0,46.99%,80.06%,2.8805,"[0.06243520975112915, 0.9375647902488708]"
